Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,FirstName,LastName,ADEmail,Phone number
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,Bo,Bradford,bo.bradford@gmail.com,+1491-586-2609
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Bank Transfer,Standard,Yes,Yes,48,Debit Card,Quarterly,Dustin,Beasley,dustin.beasley@gmail.com,+1984-359-8895
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3,Yes,Bank Transfer,Express,Yes,Yes,3,Bank Transfer,Weekly,Dean,Winters,dean.winters@gmail.com,+1255-646-6114
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,PayPal,Standard,Yes,Yes,39,Venmo,Monthly,Chanel,Dougherty,chanel.dougherty@gmail.com,+1463-120-6480
1041,68,Male,Jeans,Clothing,22,North Carolina,S,Magenta,Fall,4,Yes,Venmo,Next Day Air,Yes,Yes,7,Cash,Fortnightly,Phoebe,Dorsey,phoebe.dorsey@gmail.com,+1709-240-4748
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,Venmo,Next Day Air,Yes,Yes,11,Cash,Fortnightly,Coleman,Bridges,coleman.bridges@gmail.com,+1165-635-5905
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,Venmo,Next Day Air,Yes,Yes,47,Credit Card,Weekly,Juliet,Bautista,juliet.bautista@gmail.com,+1335-780-7388
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,Julia,Lawrence,julia.lawrence@gmail.com,+1980-945-5371
1045,39,Male,Jeans,Clothing,30,Oregon,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,Kinley,Dean,kinley.dean@gmail.com,+1351-618-0464
1046,54,Male,Sweater,Clothing,79,New Mexico,L,Black,Fall,3.5,Yes,Cash,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,Karina,Mccarthy,karina.mccarthy@gmail.com,+1697-968-9528
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Credit Card,Standard,Yes,Yes,12,Venmo,Annually,Ruben,Kirby,ruben.kirby@gmail.com,+1798-849-9745
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Debit Card,Standard,Yes,Yes,7,Credit Card,Fortnightly,Alexia,Hughes,alexia.hughes@gmail.com,+1297-519-3516
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Cash,Standard,Yes,Yes,19,Venmo,Fortnightly,Miles,Gill,miles.gill@gmail.com,+1572-811-1410
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,24,Cash,Quarterly,Kaden,Woodard,kaden.woodard@gmail.com,+1663-434-1175
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,19,Venmo,Monthly,Frida,Wilkins,frida.wilkins@gmail.com,+1842-321-8266
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,PayPal,Free Shipping,Yes,Yes,39,PayPal,Annually,Kamron,Doyle,kamron.doyle@gmail.com,+1931-429-4488
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,Blaine,Rose,blaine.rose@gmail.com,+1805-570-4352
1054,59,Male,Blouse,Clothing,70,Kansas,M,Blue,Spring,3.3,No,Cash,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,Elena,Gilmore,elena.gilmore@gmail.com,+1767-704-2911
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Debit Card,Express,Yes,Yes,48,PayPal,Quarterly,Ashlynn,Moses,ashlynn.moses@gmail.com,+1290-793-7637
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,PayPal,Next Day Air,Yes,Yes,24,Debit Card,Annually,Esmeralda,Galvan,esmeralda.galvan@gmail.com,+1694-072-9101
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,Debit Card,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,Ignacio,Wiley,ignacio.wiley@gmail.com,+1848-882-9314
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,Lorena,Mahoney,lorena.mahoney@gmail.com,+1503-430-4287
1059,29,Male,Scarf,Accessories,33,New Mexico,L,Violet,Summer,3.1,No,Credit Card,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,Krystal,Atkinson,krystal.atkinson@gmail.com,+1613-032-5162
1060,22,Male,Jacket,Outerwear,34,North Carolina,M,Beige,Winter,2.5,No,Venmo,Standard,Yes,Yes,25,Debit Card,Monthly,Soren,Merritt,soren.merritt@gmail.com,+1376-901-1982
1061,27,Male,Sweater,Clothing,35,Iowa,S,Gray,Summer,2.6,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,Frida,Salazar,frida.salazar@gmail.com,+1486-015-1785
1062,36,Male,Coat,Outerwear,62,Idaho,M,Gray,Summer,4.4,No,Debit Card,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,Annie,Peters,annie.peters@gmail.com,+1562-680-2823
1063,59,Male,Boots,Footwear,75,Ohio,M,Brown,Fall,2.6,No,Venmo,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,Zoie,Mercado,zoie.mercado@gmail.com,+1325-512-3130
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,35,Cash,Monthly,Joanna,Arias,joanna.arias@gmail.com,+1318-915-3044
1065,34,Male,Hat,Accessories,28,Wyoming,M,Violet,Spring,3.5,No,Debit Card,Express,Yes,Yes,42,Credit Card,Every 3 Months,Tristian,Wilcox,tristian.wilcox@gmail.com,+1414-143-2472
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Cash,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,Zoey,Spence,zoey.spence@gmail.com,+1178-482-9438
1067,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4,No,Credit Card,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,Bradley,Barnes,bradley.barnes@gmail.com,+1153-760-3471
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,Venmo,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,Juliana,Schroeder,juliana.schroeder@gmail.com,+1180-447-9245
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Bank Transfer,Standard,Yes,Yes,47,Credit Card,Weekly,Yasmin,Warren,yasmin.warren@gmail.com,+1288-883-7567
1070,38,Male,Skirt,Clothing,81,Maryland,XL,White,Fall,4.3,No,Credit Card,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,Izabella,Barron,izabella.barron@gmail.com,+1834-663-0772
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Venmo,Free Shipping,Yes,Yes,50,Debit Card,Weekly,Victoria,Soto,victoria.soto@gmail.com,+1931-277-4665
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Cash,Express,Yes,Yes,46,Credit Card,Monthly,Cody,Beard,cody.beard@gmail.com,+1615-673-8413
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.5,No,Bank Transfer,Express,Yes,Yes,34,Debit Card,Fortnightly,Abigayle,Mccann,abigayle.mccann@gmail.com,+1493-996-7089
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4,No,Cash,Store Pickup,Yes,Yes,33,Credit Card,Monthly,Brenden,Marks,brenden.marks@gmail.com,+1369-859-2325
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,PayPal,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,Jaqueline,Gallagher,jaqueline.gallagher@gmail.com,+1650-911-7340
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Debit Card,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,Abagail,Banks,abagail.banks@gmail.com,+1866-560-8644
1077,33,Male,Coat,Outerwear,72,North Dakota,L,Charcoal,Spring,2.9,No,Bank Transfer,Standard,Yes,Yes,47,Venmo,Bi-Weekly,Nickolas,Guzman,nickolas.guzman@gmail.com,+1570-295-9164
1078,58,Male,Jacket,Outerwear,28,West Virginia,M,Pink,Winter,3.7,No,Cash,Standard,Yes,Yes,5,PayPal,Quarterly,Guillermo,Rose,guillermo.rose@gmail.com,+1261-182-5919
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Cash,Express,Yes,Yes,49,Credit Card,Fortnightly,Moises,Brock,moises.brock@gmail.com,+1787-507-6593
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,Bank Transfer,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,Hayden,Richmond,hayden.richmond@gmail.com,+1741-905-0902
1081,65,Male,Scarf,Accessories,59,Pennsylvania,L,Blue,Fall,3.8,No,Bank Transfer,Express,Yes,Yes,22,Cash,Every 3 Months,Evelin,Sellers,evelin.sellers@gmail.com,+1936-756-4241
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Cash,Standard,Yes,Yes,45,Credit Card,Annually,Dereon,Hayes,dereon.hayes@gmail.com,+1298-389-6314
1083,54,Male,Hat,Accessories,85,South Carolina,XL,Cyan,Winter,2.6,No,PayPal,Next Day Air,Yes,Yes,30,Venmo,Quarterly,Marlee,Mathis,marlee.mathis@gmail.com,+1340-146-3538
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,Credit Card,Store Pickup,Yes,Yes,43,Cash,Weekly,Alice,House,alice.house@gmail.com,+1143-801-0547
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,Credit Card,Next Day Air,Yes,Yes,48,Cash,Quarterly,Jonathon,Thompson,jonathon.thompson@gmail.com,+1179-236-2900
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3,No,PayPal,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,Kendal,Abbott,kendal.abbott@gmail.com,+1181-195-8434
1087,53,Male,Sunglasses,Accessories,62,Alaska,M,Olive,Winter,3,No,PayPal,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,Holly,Taylor,holly.taylor@gmail.com,+1463-303-7144
1088,45,Male,Jeans,Clothing,71,West Virginia,S,White,Winter,3.4,No,PayPal,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,Hadassah,Blackburn,hadassah.blackburn@gmail.com,+1912-446-0830
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,Bank Transfer,Free Shipping,Yes,Yes,2,PayPal,Weekly,Shaylee,Hall,shaylee.hall@gmail.com,+1393-637-1349
1090,40,Male,Backpack,Accessories,61,Arizona,M,Silver,Spring,3.8,No,Debit Card,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,Richard,Nelson,richard.nelson@gmail.com,+1703-898-2892
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,27,Cash,Fortnightly,Leyla,Davila,leyla.davila@gmail.com,+1143-972-1138
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Cash,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,Kolten,Calhoun,kolten.calhoun@gmail.com,+1266-515-7637
1093,68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,4.1,No,Credit Card,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,Camille,Livingston,camille.livingston@gmail.com,+1873-465-3594
1094,60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,PayPal,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,Lilianna,Colon,lilianna.colon@gmail.com,+1506-644-8794
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Credit Card,Next Day Air,Yes,Yes,25,Cash,Quarterly,Chaim,Patrick,chaim.patrick@gmail.com,+1558-612-5926
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3,No,Debit Card,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,Amara,Castillo,amara.castillo@gmail.com,+1880-450-3689
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Credit Card,Standard,Yes,Yes,48,Credit Card,Annually,Joel,Eaton,joel.eaton@gmail.com,+1212-503-7398
1098,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,Venmo,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,Priscilla,Walters,priscilla.walters@gmail.com,+1641-075-1776
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,PayPal,Next Day Air,Yes,Yes,27,Credit Card,Weekly,Nehemiah,Leach,nehemiah.leach@gmail.com,+1155-942-4058
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Cash,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,Ashtyn,Huynh,ashtyn.huynh@gmail.com,+1445-860-3213
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Debit Card,Express,Yes,Yes,2,Credit Card,Weekly,Tristen,Reed,tristen.reed@gmail.com,+1910-175-2851
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3,No,Cash,Free Shipping,Yes,Yes,39,Cash,Fortnightly,Braedon,Chandler,braedon.chandler@gmail.com,+1545-896-4232
1103,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Credit Card,Express,Yes,Yes,24,Cash,Fortnightly,Nikolas,Hancock,nikolas.hancock@gmail.com,+1845-724-5559
1104,35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,No,Debit Card,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,Demetrius,Sanders,demetrius.sanders@gmail.com,+1460-639-4855
1105,35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,3.1,No,Bank Transfer,Express,Yes,Yes,8,Bank Transfer,Quarterly,Tiana,Perry,tiana.perry@gmail.com,+1379-404-4522
1106,33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,3,No,Credit Card,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,Rene,Pena,rene.pena@gmail.com,+1116-936-1430
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,Credit Card,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,Angelo,Fox,angelo.fox@gmail.com,+1253-456-0765
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Venmo,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,Ernesto,Madden,ernesto.madden@gmail.com,+1212-354-3291
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Venmo,Standard,Yes,Yes,50,Cash,Fortnightly,Amari,Christian,amari.christian@gmail.com,+1879-858-1273
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,4.9,No,Debit Card,Next Day Air,Yes,Yes,2,Venmo,Weekly,Lilly,Turner,lilly.turner@gmail.com,+1947-553-2328
1111,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3,No,Debit Card,Standard,Yes,Yes,31,Cash,Bi-Weekly,Rayne,Simpson,rayne.simpson@gmail.com,+1522-661-2238
1112,22,Male,Shoes,Footwear,66,New York,S,Olive,Summer,4.1,No,Bank Transfer,Next Day Air,Yes,Yes,4,Credit Card,Bi-Weekly,Aaron,Tapia,aaron.tapia@gmail.com,+1736-922-6078
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,Credit Card,Free Shipping,Yes,Yes,32,PayPal,Quarterly,Aimee,Santana,aimee.santana@gmail.com,+1205-984-2535
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Cash,Next Day Air,Yes,Yes,11,PayPal,Bi-Weekly,Raegan,Stanton,raegan.stanton@gmail.com,+1254-847-2828
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Cash,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,Johan,Sosa,johan.sosa@gmail.com,+1849-955-6367
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4,No,Bank Transfer,2-Day Shipping,Yes,Yes,37,Cash,Weekly,Stacy,Bonilla,stacy.bonilla@gmail.com,+1727-221-1067
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Venmo,Express,Yes,Yes,39,PayPal,Fortnightly,Valery,Holder,valery.holder@gmail.com,+1627-760-2756
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,PayPal,Store Pickup,Yes,Yes,24,Credit Card,Monthly,Skye,Cochran,skye.cochran@gmail.com,+1860-829-6609
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Debit Card,Standard,Yes,Yes,11,PayPal,Every 3 Months,Jerimiah,Mendez,jerimiah.mendez@gmail.com,+1447-580-1005
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Venmo,Standard,Yes,Yes,36,Credit Card,Weekly,Madden,Lam,madden.lam@gmail.com,+1396-366-9431
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,4,No,Venmo,Next Day Air,Yes,Yes,40,Debit Card,Monthly,Nicole,Stone,nicole.stone@gmail.com,+1865-879-7792
1122,63,Male,T-shirt,Clothing,58,Florida,XL,Peach,Fall,3.2,No,Cash,Express,Yes,Yes,25,Cash,Quarterly,Brice,Christian,brice.christian@gmail.com,+1791-508-8428
1123,70,Male,Handbag,Accessories,62,North Carolina,S,Charcoal,Spring,4.3,No,PayPal,2-Day Shipping,Yes,Yes,12,Credit Card,Annually,Sage,Potter,sage.potter@gmail.com,+1521-542-3108
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Debit Card,Store Pickup,Yes,Yes,38,Cash,Monthly,Kyle,Peck,kyle.peck@gmail.com,+1261-419-3988
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,No,Debit Card,Express,Yes,Yes,40,Cash,Quarterly,Zaniyah,Roman,zaniyah.roman@gmail.com,+1146-564-0619
1126,27,Male,Sandals,Footwear,90,North Dakota,M,Lavender,Summer,2.7,No,Debit Card,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly,Katie,Gutierrez,katie.gutierrez@gmail.com,+1430-562-6007
1127,23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,3.4,No,Venmo,Standard,Yes,Yes,47,Venmo,Fortnightly,Walker,Baird,walker.baird@gmail.com,+1374-096-3746
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,No,Venmo,Store Pickup,Yes,Yes,22,Debit Card,Monthly,Zackery,Sutton,zackery.sutton@gmail.com,+1763-178-9663
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,No,PayPal,Next Day Air,Yes,Yes,35,Debit Card,Monthly,Hazel,Ponce,hazel.ponce@gmail.com,+1986-498-9451
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,No,Credit Card,Express,Yes,Yes,46,Venmo,Fortnightly,Joey,Alvarez,joey.alvarez@gmail.com,+1762-762-8501
1131,67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,3.9,No,Cash,Standard,Yes,Yes,30,PayPal,Bi-Weekly,Titus,Day,titus.day@gmail.com,+1355-091-2804
1132,67,Male,Shirt,Clothing,73,Illinois,M,Black,Spring,3.7,No,Credit Card,Express,Yes,Yes,20,Bank Transfer,Monthly,Bella,Norris,bella.norris@gmail.com,+1489-371-7778
1133,50,Male,Hoodie,Clothing,98,North Carolina,S,Teal,Spring,4.3,No,PayPal,Store Pickup,Yes,Yes,25,Cash,Fortnightly,Braden,Ballard,braden.ballard@gmail.com,+1364-699-5177
1134,36,Male,Shoes,Footwear,36,Connecticut,XL,Magenta,Winter,4.1,No,PayPal,2-Day Shipping,Yes,Yes,29,Cash,Weekly,Aron,Graham,aron.graham@gmail.com,+1875-521-6408
1135,62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,4.6,No,Bank Transfer,Express,Yes,Yes,2,Venmo,Every 3 Months,Shamar,Cross,shamar.cross@gmail.com,+1173-270-0264
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,PayPal,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly,Kailee,Harmon,kailee.harmon@gmail.com,+1938-798-1575
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,No,Debit Card,Free Shipping,Yes,Yes,37,Cash,Monthly,Alice,Kaufman,alice.kaufman@gmail.com,+1706-730-6424
1138,46,Male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,2.8,No,Credit Card,2-Day Shipping,Yes,Yes,16,Bank Transfer,Every 3 Months,Cesar,House,cesar.house@gmail.com,+1765-294-6389
1139,18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,No,Venmo,Express,Yes,Yes,32,Venmo,Fortnightly,Guillermo,Lynn,guillermo.lynn@gmail.com,+1202-216-3552
1140,58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,PayPal,Standard,Yes,Yes,42,Debit Card,Bi-Weekly,Myles,Hart,myles.hart@gmail.com,+1653-612-1720
1141,31,Male,Jeans,Clothing,39,Maryland,M,White,Winter,2.6,No,Cash,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months,Deborah,Kline,deborah.kline@gmail.com,+1764-639-9750
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Debit Card,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,Patricia,Pruitt,patricia.pruitt@gmail.com,+1776-514-7443
1143,69,Male,T-shirt,Clothing,76,Ohio,L,Green,Spring,3.5,No,Cash,Store Pickup,Yes,Yes,27,Venmo,Bi-Weekly,Alice,Craig,alice.craig@gmail.com,+1931-214-9397
1144,68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,No,Cash,Standard,Yes,Yes,43,PayPal,Quarterly,Mariana,Copeland,mariana.copeland@gmail.com,+1476-398-7445
1145,41,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,4.4,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly,Nick,Merritt,nick.merritt@gmail.com,+1356-941-6643
1146,31,Male,Sneakers,Footwear,89,Nevada,L,Pink,Summer,3,No,Venmo,Express,Yes,Yes,30,Cash,Every 3 Months,Chance,Warner,chance.warner@gmail.com,+1704-312-9260
1147,48,Male,Sneakers,Footwear,38,Wisconsin,M,Indigo,Summer,4.2,No,Debit Card,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,Ryann,Tapia,ryann.tapia@gmail.com,+1812-527-5363
1148,59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,No,PayPal,Next Day Air,Yes,Yes,17,Debit Card,Annually,Diego,Hays,diego.hays@gmail.com,+1271-578-1691
1149,34,Male,Pants,Clothing,66,Florida,M,Violet,Spring,2.6,No,Bank Transfer,Store Pickup,Yes,Yes,10,PayPal,Fortnightly,Gabriel,Adams,gabriel.adams@gmail.com,+1274-221-7398
1150,21,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,3.3,No,Cash,Store Pickup,Yes,Yes,40,Venmo,Annually,Rohan,Mcdowell,rohan.mcdowell@gmail.com,+1900-696-8225
1151,29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Debit Card,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly,Sullivan,Whitehead,sullivan.whitehead@gmail.com,+1269-168-1217
1152,41,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,4.2,No,Bank Transfer,Express,Yes,Yes,24,Credit Card,Weekly,Lilliana,Randolph,lilliana.randolph@gmail.com,+1909-467-4558
1153,62,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4,No,Cash,Standard,Yes,Yes,8,PayPal,Every 3 Months,Presley,Salazar,presley.salazar@gmail.com,+1344-742-4078
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4,No,PayPal,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly,Lilianna,Lynn,lilianna.lynn@gmail.com,+1716-693-1496
1155,49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,No,Venmo,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly,Gerardo,Sampson,gerardo.sampson@gmail.com,+1603-149-5959
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Debit Card,Express,Yes,Yes,47,PayPal,Quarterly,Miguel,Kim,miguel.kim@gmail.com,+1936-820-8203
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,PayPal,Express,Yes,Yes,6,Venmo,Every 3 Months,Muhammad,Mcpherson,muhammad.mcpherson@gmail.com,+1155-787-0545
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Credit Card,Standard,Yes,Yes,11,Cash,Quarterly,Myles,Jensen,myles.jensen@gmail.com,+1846-104-0558
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4,No,Venmo,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually,Alessandro,Harris,alessandro.harris@gmail.com,+1518-328-0275
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,Debit Card,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,Eugene,Reyes,eugene.reyes@gmail.com,+1169-686-5926
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,No,Cash,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly,Shamar,Guzman,shamar.guzman@gmail.com,+1934-376-1402
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,37,PayPal,Monthly,Mohammed,Mcintyre,mohammed.mcintyre@gmail.com,+1619-795-4425
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Venmo,Express,Yes,Yes,13,PayPal,Weekly,Travis,Morgan,travis.morgan@gmail.com,+1243-363-8778
